blast,Unnamed: 1,distance,ppv,frequency,aop,Blast No.,Date of blast,Location of blast ,Hole dia. [mm],Hole depth [m],No. of holes,Avg. Burden [m],Avg.Spacing [m],No. of deck,Avg. top stemming length [m],Avg. charge/hole [kg],Total charge [kg],Max.charge delay [kg],Explosive type
B40,,435,<1.0, , ,B40,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6,2,3,4.5,Nil,3,27.25,54.5,27.25,Blasting with reduced burden and spacing
B41,,193,8.08,18.1,115.6,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B41,,229,6.2,56.9,111,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B41,,279,3.97,36.6,108,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B41,,375,1.26,14.5,104.2,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B41,,282,2.27,54,116.9,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B41,,472,1.73,20.5,110,B41,YYYY-00-DD 00:00:SS,"Bench  No. 3004, Pit-2",115,6.0-7.5,5,4,6,Nil,2.5,35.4,177,40.25,Conventional blasting with single row
B42,,418,2.51,23.4,115.6,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B42,,435,2.52,23.3,114,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B42,,465,2.11,34,112.3,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B42,,533,0.976,17.4,108.8,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B42,,579,1.4,22.9,116.9,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B42,,769,<1.0, , ,B42,YYYY-00-DD 00:00:SS,"Bench  No. 3005, Pit-2",115,7.5,4,4,6,Nil,2.5,42.25,166,42.25,Conventional blasting with single row
B43,,454,1.16,15.9,114,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B43,,466,1.14,30.1,111,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B43,,492,1.16,64.3,108.4,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B43,,552,0.568,12.9,106.5,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B43,,629,<0.5 ,,,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B43,,819,<1.0 ,,,B43,YYYY-00-DD 00:00:SS,"Bench  No. 2005, Pit-2",115,8.5,4,4,6,Nil,3,49.25,197,49.25,Conventional blasting with single row
B44,,167,3.18,18.8,109.5,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B44,,198,2.86,73.1,105,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B44,,246,1.25,20.6,101,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B44,,340,0.582,10,97.5,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B44,,296,0.778,55.6,109.5,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B44,,485,<1.0 ,,,B44,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8,2,3,4.5,One of 1.5 m,3,34,68,19,Blasting with reduced burden and spacing
B45,,170,5.05,50.3,115.6,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
B45,,202,4.55,30.1,112,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
B45,,250,2.91,36.5,111.2,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
B45,,343,1.31,14.4,104.2,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
B45,,306,1.3,48.6,115.6,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
B45,,495,<1.0 ,,,B45,YYYY-00-DD 00:00:SS,"Bench  No. 2004, Pit-2",115,8.5,2,4,6,One of 0.5 m,2.5,50.5,101,34,Conventional blasting with single row
